Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01705","Peas, dry","2022","2022","ha","28030","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01705","Peas, dry","2023","2023","ha","26186","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01242","Peas, green","2020","2020","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01242","Peas, green","2021","2021","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01242","Peas, green","2022","2022","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01242","Peas, green","2023","2023","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01707","Pigeon peas, dry","2020","2020","ha","1633","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01707","Pigeon peas, dry","2021","2021","ha","1433","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01707","Pigeon peas, dry","2022","2022","ha","1200","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01707","Pigeon peas, dry","2023","2023","ha","572","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01318","Pineapples","2020","2020","ha","21009","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01318","Pineapples","2021","2021","ha","22876","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01318","Pineapples","2022","2022","ha","22870","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01318","Pineapples","2023","2023","ha","22526","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","264106","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01313","Plantains and cooking bananas","2021","2021","ha","269652","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01313","Plantains and cooking bananas","2022","2022","ha","274731","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01313","Plantains and cooking bananas","2023","2023","ha","279229","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01346","Plums and sloes","2020","2020","ha","1322","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01346","Plums and sloes","2021","2021","ha","1387","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01346","Plums and sloes","2022","2022","ha","1402","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01346","Plums and sloes","2023","2023","ha","1371","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01510","Potatoes","2020","2020","ha","125426","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01510","Potatoes","2021","2021","ha","118070","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01510","Potatoes","2022","2022","ha","114916","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01510","Potatoes","2023","2023","ha","112975","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01235","Pumpkins, squash and gourds","2020","2020","ha","16613","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01235","Pumpkins, squash and gourds","2021","2021","ha","13413","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01235","Pumpkins, squash and gourds","2022","2022","ha","14754","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01235","Pumpkins, squash and gourds","2023","2023","ha","15940","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01443","Rape or colza seed","2020","2020","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01443","Rape or colza seed","2021","2021","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01443","Rape or colza seed","2022","2022","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01443","Rape or colza seed","2023","2023","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0113","Rice","2020","2020","ha","656000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0113","Rice","2021","2021","ha","665200","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0113","Rice","2022","2022","ha","563300","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0113","Rice","2023","2023","ha","667500","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01921.01","Seed cotton, unginned","2020","2020","ha","8617","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01921.01","Seed cotton, unginned","2021","2021","ha","8308","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01921.01","Seed cotton, unginned","2022","2022","ha","13867","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01921.01","Seed cotton, unginned","2023","2023","ha","12561","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01444","Sesame seed","2020","2020","ha","5265","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01444","Sesame seed","2021","2021","ha","3875","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01444","Sesame seed","2022","2022","ha","4604","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01444","Sesame seed","2023","2023","ha","4875","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0114","Sorghum","2020","2020","ha","2332","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0114","Sorghum","2021","2021","ha","1916","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0114","Sorghum","2022","2022","ha","1050","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0114","Sorghum","2023","2023","ha","1500","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0141","Soya beans","2020","2020","ha","46393","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0141","Soya beans","2021","2021","ha","48407","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0141","Soya beans","2022","2022","ha","54722","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0141","Soya beans","2023","2023","ha","85540","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01215","Spinach","2020","2020","ha","300","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01215","Spinach","2021","2021","ha","286","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01215","Spinach","2022","2022","ha","291","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01215","Spinach","2023","2023","ha","274","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01354","Strawberries","2020","2020","ha","2643","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01354","Strawberries","2021","2021","ha","2517","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01354","Strawberries","2022","2022","ha","2912","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01354","Strawberries","2023","2023","ha","3243","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01801","Sugar beet","2020","2020","ha","1228","I","Imputed value",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01801","Sugar beet","2021","2021","ha","1220","I","Imputed value",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01801","Sugar beet","2022","2022","ha","1206","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01801","Sugar beet","2023","2023","ha","1218","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01802","Sugar cane","2020","2020","ha","407583","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01802","Sugar cane","2021","2021","ha","360290","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01802","Sugar cane","2022","2022","ha","384287","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01802","Sugar cane","2023","2023","ha","375928","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01445","Sunflower seed","2020","2020","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01445","Sunflower seed","2021","2021","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01445","Sunflower seed","2022","2022","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01445","Sunflower seed","2023","2023","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01324","Tangerines, mandarins, clementines","2020","2020","ha","18345","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01324","Tangerines, mandarins, clementines","2021","2021","ha","19242","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01324","Tangerines, mandarins, clementines","2022","2022","ha","20046","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01324","Tangerines, mandarins, clementines","2023","2023","ha","19630","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01620","Tea leaves","2020","2020","ha","69","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01620","Tea leaves","2021","2021","ha","89","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01620","Tea leaves","2022","2022","ha","90","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01620","Tea leaves","2023","2023","ha","90","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01234","Tomatoes","2020","2020","ha","17481","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01234","Tomatoes","2021","2021","ha","18245","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01234","Tomatoes","2022","2022","ha","17214","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01234","Tomatoes","2023","2023","ha","17355","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01970","Unmanufactured tobacco","2020","2020","ha","3983","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01970","Unmanufactured tobacco","2021","2021","ha","2140","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01970","Unmanufactured tobacco","2022","2022","ha","2312","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01970","Unmanufactured tobacco","2023","2023","ha","2298","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01221","Watermelons","2020","2020","ha","12726","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01221","Watermelons","2021","2021","ha","13175","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01221","Watermelons","2022","2022","ha","12643","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01221","Watermelons","2023","2023","ha","12923","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0111","Wheat","2020","2020","ha","2535","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0111","Wheat","2021","2021","ha","2600","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0111","Wheat","2022","2022","ha","4583","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0111","Wheat","2023","2023","ha","3000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01540","Yams","2020","2020","ha","34517","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01540","Yams","2021","2021","ha","33927","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01540","Yams","2022","2022","ha","34098","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01540","Yams","2023","2023","ha","35725","A","Official figure",""
